Entry	Signal peptide
P02705	SIGNAL <1..13; /evidence="ECO:0000269|PubMed:7295770, ECO:0000269|PubMed:7417313"
P02710	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:6585820"
P02727	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:6838883"
P02740	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3109944, ECO:0000269|PubMed:845435"
P02742	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:6754715"
P02756	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:511095"
P02779	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:281700, ECO:0000269|PubMed:568483, ECO:0000269|PubMed:571719"
P02780	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7014218"
P02781	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:6343081"
P02783	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7007263"
P02809	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3476566, ECO:0000269|PubMed:7107568"
P02872	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2013286"
P02873	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2682631, ECO:0000269|PubMed:7763497, ECO:0000269|Ref.6"
P02876	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:6546522"
P02877	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:1874741, ECO:0000269|PubMed:9845845, ECO:0000269|Ref.2"
P03955	SIGNAL <1..5; /evidence="ECO:0000269|PubMed:3514597, ECO:0000269|PubMed:3928607"
P04073	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3780741, ECO:0000269|PubMed:6743670"
P04119	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3790256"
P04284	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:16453639"
P04430	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3083240"
P04552	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3894351"
P04557	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3606570"
P04651	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:4770795"
P04667	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3314270"
P05099	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2542265"
P05366	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:9518179"
P05790	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:16466694, ECO:0000269|Ref.7"
P06205	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2426265"
P06206	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2426265"
P06207	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2426265"
P06215	SIGNAL 1..27; /evidence="ECO:0000269|Ref.2"
P06908	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:3863100"
P06911	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2165489"
P07474	SIGNAL 1..24; /evidence="ECO:0000269|Ref.2"
P07597	SIGNAL 1..26; /evidence="ECO:0000269|Ref.4"
P07730	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:14681440"
P08379	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3947348, ECO:0000269|PubMed:4063072"
P08541	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7492328"
P08751	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:3298238, ECO:0000269|PubMed:3298239"
P08899	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3609715"
P08937	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:3388043"
P08943	SIGNAL <1..6; /evidence="ECO:0000269|PubMed:5568678, ECO:0000269|Ref.3"
P09462	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3120794"
P09465	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3182809"
P09479	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:3860855"
P09584	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3947078"
P09586	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:3859868"
P09656	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1400406, ECO:0000269|PubMed:2110056, ECO:0000269|PubMed:3202973"
P09791	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:2475493"
P09954	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3801014"
P09955	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2018774, ECO:0000269|PubMed:2223783"
P0C194	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15373831"
P0C1X2	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15833744"
P0C1X7	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15033324, ECO:0000269|PubMed:16705749"
P0C1Y5	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:12913162"
P0C8E8	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:18678732"
P0CC12	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:17070524"
P0DJJ8	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2330604"
P0DMJ5	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:22851925"
P0DMM8	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:24862827"
P0DQP7	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10698689"
P0DQP8	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10698689"
P0DUS6	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:33893140"
P0DUT1	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:33893140"
P0DUT6	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:33893140"
P10256	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3192067"
P10257	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3192067"
P10281	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:3169020"
P10282	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3103481, ECO:0000269|PubMed:6433932"
P10607	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2449377"
P10631	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:3413293"
P10673	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1883359"
P10762	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2007409"
P10968	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2499688"
P11069	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:3360792, ECO:0000269|PubMed:3593201"
P12068	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2504928"
P12069	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2504928"
P12257	SIGNAL <1..6; /evidence="ECO:0000269|Ref.2"
P12337	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3343253, ECO:0000269|PubMed:3667634, ECO:0000269|PubMed:9635592"
P12420	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:3045032"
P12670	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9115696"
P12706	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2661211"
P12707	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2661211"
P12725	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1899999"
P12872	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:15340161"
P13087	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:2708331, ECO:0000269|PubMed:3403544"
P13213	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:3421938"
P13384	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:2450535"
P13389	SIGNAL 1..19; /evidence="ECO:0000269|Ref.3"
P13731	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2072906, ECO:0000269|PubMed:3377793"
P13744	SIGNAL 1..21; /evidence="ECO:0000269|Ref.2"
P13909	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3262060"
P13917	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2226413"
P14213	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3141410"
P14217	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2476654"
P14661	SIGNAL 1..13; /evidence="ECO:0000269|PubMed:12737319, ECO:0000269|PubMed:2512577"
P14765	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2599092"
P14944	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:1788131"
P15156	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2753140"
P15196	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:2808412"
P15228	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11298767"
P15242	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2592382"
P15467	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2358434"
P15468	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2611266"
P15478	SIGNAL 1..23; /evidence="ECO:0000269|Ref.2"
P15522	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:10735560"
P15737	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2562758, ECO:0000269|Ref.4"
P16404	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2806566, ECO:0000269|PubMed:7852319"
P16611	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:1722398"
P16933	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1770359"
P16968	SIGNAL <1..14; /evidence="ECO:0000269|PubMed:2785932"
P17572	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:1769204"
P17690	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1751487, ECO:0000269|PubMed:2327984"
P18137	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2222864"
P18329	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7397227"
P18417	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:1600148"
P18626	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2226443, ECO:0000269|PubMed:2755948"
P18657	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3105581"
P18709	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:3601655, ECO:0000269|PubMed:8185593"
P18829	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2627375, ECO:0000269|PubMed:958472"
P18892	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2387867"
P18926	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:23840487"
P19007	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6413248"
P19111	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3458202, ECO:0000269|PubMed:3902089"
P19329	SIGNAL 1..21; /evidence="ECO:0000269|Ref.1"
P19400	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2223768"
P19594	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3611081"
P19667	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2394746"
P19707	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2598632"
P19708	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2598632"
P19855	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2029523, ECO:0000269|PubMed:2311768, ECO:0000269|PubMed:8431601"
P20013	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2707445"
P20476	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2048135, ECO:0000269|PubMed:3448089"
P20656	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2325629, ECO:0000269|PubMed:2547612, ECO:0000269|PubMed:3925952"
P20740	SIGNAL 1..36; /evidence="ECO:0000269|PubMed:6408074"
P20757	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3081342"
P21226	SIGNAL 1..20; /evidence="ECO:0000269|Ref.2"
P21326	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:11180645, ECO:0000269|PubMed:2708328"
P21828	SIGNAL 1..16; /evidence="ECO:0000269|Ref.5"
P21837	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2307702"
P22298	SIGNAL <1..22; /evidence="ECO:0000269|PubMed:1547723"
P22324	SIGNAL <1..22; /evidence="ECO:0000269|PubMed:1985973"
P22325	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1985973"
P22864	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2373363"
P22952	SIGNAL 1..36; /evidence="ECO:0000269|PubMed:1420165, ECO:0000269|PubMed:1850745"
P22969	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:2055195"
P23028	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:16284125, ECO:0000269|PubMed:2015288, ECO:0000269|PubMed:3651474"
P23035	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3259574"
P23360	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:11223515, ECO:0000269|PubMed:1924265, ECO:0000269|Ref.2"
P23502	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2000392, ECO:0000269|PubMed:2536731"
P23577	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:7493968"
P23806	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1831197"
P24052	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1993066, ECO:0000269|PubMed:2558016"
P24476	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1936243"
P24817	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1699801"
P25033	SIGNAL 1..19; /evidence="ECO:0000269|Ref.2"
P25403	SIGNAL <1..24; /evidence="ECO:0000269|PubMed:1733929"
P25796	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1644829"
P26205	SIGNAL <1..11; /evidence="ECO:0000269|PubMed:1907511"
P26729	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:16593744"
P26730	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:16593744"
P26732	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:16593744"
P26776	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1555646, ECO:0000269|PubMed:8603690"
P27485	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2340335"
P28316	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1584800"
P28351	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:1320186"
P29026	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1429462"
P29027	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1429462"
P30224	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:8422949"
P30438	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1712068"
P31231	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2018493"
P31235	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3427023"
P31515	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:8365557"
P31532	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1741755"
P31722	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:8464426"
P31779	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8477670"
P31854	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8499481"
P32358	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:7916633"
P32936	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3484638, ECO:0000269|PubMed:8125056"
P33093	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3080959"
P33185	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2753596, ECO:0000269|PubMed:7849072"
P33557	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:1368843"
P33559	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1368254"
P33579	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:2351117"
P34180	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:1551386"
P34207	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:1988439"
P34745	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1308206"
P34746	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2019405"
P34752	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8387289"
P35334	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1303801"
P35496	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1586165"
P35541	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1738817, ECO:0000269|PubMed:2909653"
P35572	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1709938"
P35807	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3947348"
P36438	SIGNAL 1..35; /evidence="ECO:0000269|PubMed:8055917"
P37240	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8327483"
P38029	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1772402"
P38660	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1311171"
P39457	SIGNAL <1..9; /evidence="ECO:0000269|PubMed:1722456"
P41547	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1758974"
P41822	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:7655055"
P42578	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7517354"
P42660	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1961751"
P42705	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8020099"
P45662	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8462674"
P45663	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:19631296, ECO:0000269|PubMed:9114491"
P46162	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8454635"
P46163	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8454635"
P46165	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8454635"
P46168	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8454635"
P47853	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:26479776"
P48747	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7533152"
P48816	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7876591"
P49252	SIGNAL <1..18; /evidence="ECO:0000269|PubMed:1577161"
P49921	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:4946067"
P50448	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3814612"
P50694	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:9623505"
P50828	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:7798203"
P51740	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1654110"
P51918	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:7644702"
P53543	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1426937"
P55803	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:8371836"
P55927	SIGNAL <1..12; /evidence="ECO:0000269|PubMed:8660410, ECO:0000269|PubMed:8913348"
P56526	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1368849"
P56595	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:20483223"
P56612	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8611151"
P56829	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3254170"
P58294	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161"
P59938	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:22887697"
P60153	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:19137000"
P60213	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11821128, ECO:0000269|PubMed:15025998, ECO:0000269|PubMed:15109895"
P60215	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11821128, ECO:0000269|PubMed:15025998"
P60301	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:5518165, ECO:0000269|PubMed:8448165, ECO:0000269|PubMed:955081"
P60303	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2807733, ECO:0000269|PubMed:3365434"
P60304	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1147930, ECO:0000269|PubMed:8448165"
P60616	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3401449"
P61629	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:4202218"
P61870	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:1879699, ECO:0000269|PubMed:8458423"
P61917	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8924506"
P62375	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:4091854"
P62520	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:15084603, ECO:0000269|PubMed:17476710"
P63152	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3668528"
P67876	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:3994994"
P67976	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2775495, ECO:0000269|PubMed:6155855"
P67977	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3120013"
P69130	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3947078"
P69241	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1639777"
P78733	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1592808"
P79073	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:9346297"
P80022	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:2040270, ECO:0000269|PubMed:7894013, ECO:0000269|PubMed:9188482"
P80060	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1472051, ECO:0000269|PubMed:1740125"
P80195	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8294608, ECO:0000269|PubMed:8320368"
P80245	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8193587"
P80325	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7509365"
P80356	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7925380"
P80426	SIGNAL 1..18; /evidence="ECO:0000269|Ref.3"
P80429	SIGNAL 1..18; /evidence="ECO:0000269|Ref.2"
P80463	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8547338"
P80513	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:17507765, ECO:0000269|PubMed:8660651"
P80747	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:9154926"
P80748	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:6780787"
P81019	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:8980140"
P81264	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:9607765"
P81447	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9749374"
P81497	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:9354369"
P81498	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:9354369"
P81761	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:11782289"
P81783	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11884390"
P81999	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:10595580"
P82358	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10942757"
P82592	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10400619"
P82662	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15302536, ECO:0000269|PubMed:9920740"
P82818	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8530391"
P82900	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:11231292"
P82943	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11290579"
P82966	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:11350064"
P82977	SIGNAL 1..12; /evidence="ECO:0000269|PubMed:12675523"
P83313	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:12354111"
P83326	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:10880981"
P83371	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:11856329"
P83400	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12297317"
P83636	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:16269348"
P84039	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12927778"
P84527	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:16328735"
P84693	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15025998"
P84805	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:15670767, ECO:0000269|PubMed:19106157"
P84843	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:16391356"
P85213	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:14728668, ECO:0000269|PubMed:17194500"
P85261	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:18442249"
P86403	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:21969612, ECO:0000269|Ref.2"
P86404	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:21969612, ECO:0000269|Ref.2"
P86405	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:21969612, ECO:0000269|Ref.2"
P86406	SIGNAL 1..20; /evidence="ECO:0000269|Ref.2"
P86798	SIGNAL 1..19; /evidence="ECO:0000255, ECO:0000269|PubMed:20369272"
P86841	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:21194241, ECO:0000269|PubMed:21596752"
P93543	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:9183001"
P97535	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8999922"
P98140	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:861210"
Q00017	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:7592973"
Q00293	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8856078"
Q00870	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1366757"
Q01117	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:8593683"
Q01460	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1527079"
Q01490	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:7708690"
Q01682	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2249257"
Q02862	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:7763793"
Q03044	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8422360"
Q04457	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8445654"
Q04962	SIGNAL <1..18; /evidence="ECO:0000269|PubMed:1390917"
Q05091	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8108494"
Q05186	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7523108"
Q05538	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:9188482"
Q07081	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8424933, ECO:0000269|PubMed:8506313"
Q07154	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12913162"
Q0P569	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:7890746"
Q10E50	SIGNAL 1..43; /evidence="ECO:0000269|PubMed:10608658"
Q10NX8	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:12723614"
Q12546	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3375203, ECO:0000269|PubMed:8074654"
Q14641	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:15340161"
Q16927	SIGNAL 1..46; /evidence="ECO:0000269|PubMed:7550249, ECO:0000269|PubMed:8158643"
Q17058	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8619864"
Q18184	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:19456328"
Q1HAY7	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:16849495"
Q1HLC0	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:21177860"
Q1ZY03	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15032748"
Q1ZYQ8	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:12913162"
Q25154	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1788131"
Q26636	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8195162"
Q27085	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8276848"
Q27086	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:7822280"
Q27650	SIGNAL 1..13; /evidence="ECO:0000269|PubMed:7649184"
Q27972	SIGNAL 1..24; /note="Or 23; in some isoform(s)"; /evidence="ECO:0000269|PubMed:7814406"
